gene,H10,H1,H2,H3,H4,H5,H6,H7,H8,H9
TRUB1,4.499690602,5.199751873,5.50128026,4.205003156,1.768551008,4.949299861,4.267564022,7.469526892,5.937352796,5.001435099
PADI6,0.09519614,1.053098253,0.635646194,0.173048761,0.085694101,1.025417662,0.356125091,0.186997964,0.182008558,0.618683858
SINHCAF,13.99224449,15.35055201,16.89846472,11.49049982,7.807800935,17.51781229,13.73659115,18.44427163,18.10859458,12.61103615
IL4,0.278158476,0.769275431,0.79599736,0.505640039,0.751181953,1.248425161,0.520290072,1.092797857,0.265910064,0.516504015
RAB9A,19.92287102,20.64960931,23.62686528,16.54192553,16.67401678,18.27015406,18.22980463,25.80819113,21.82521504,20.79672446
RHOC,7.304767527,9.291910125,11.88331047,8.698063128,2.038957965,9.555969357,5.719574074,14.18222641,14.18275027,10.98789202
AP001363.2,0.0,1.613314204,3.338710153,0.530210782,0.0,0.0,0.0,0.572950283,0.0,0.0
MB21D2,2.085053415,1.922142116,1.633747981,1.150607597,0.26813329,1.73793173,1.323232014,2.55985133,1.922053153,1.037055074
AC106782.4,1.086142621,0.0,0.0,0.0,0.0,0.974960602,1.015804426,0.0,0.0,1.008412601
APP,22.13729252,21.43967541,37.23812431,31.01808629,16.35172621,33.48609934,25.36455287,37.95205984,29.93130156,32.3551003
INSR,3.222025889,2.698489326,4.158206131,3.081645181,1.497601542,2.551946549,2.383121637,4.881318468,3.241200868,3.382478975
EIF4A1P10,0.562721917,0.345836543,0.35784969,0.681948736,0.168851206,0.16837313,0.0,0.552689706,0.179314352,0.870751012
NUBP1,7.116873132,9.679885222,9.12580775,7.635035265,3.570835948,9.006541419,7.201559763,11.00064544,8.922608785,7.907399063
SPSB1,0.942242344,1.613155522,1.476591935,1.896336646,0.545266333,1.449926655,2.203057695,1.784784933,1.865842819,1.062269987
CLDN23,0.420636146,0.096942655,0.601860613,0.382318886,0.0,0.377578103,0.196697952,0.516421302,0.502642352,0.097633309
BEX5,1.160172688,5.775435079,4.205370926,2.108976764,0.417747847,2.499390353,2.821104864,3.190569532,3.549074298,3.446863009
PDXP,0.620652926,0.762879339,0.78937909,0.940192362,0.186234074,0.557120344,0.967432786,0.812783894,1.384420649,0.384157181
LYPD2,2.687928708,3.893863294,9.523380306,2.792086409,0.0,6.548977782,3.591227767,15.08576166,5.139137257,4.991133074
RPSAP58,11.8154704,27.46752215,25.48147704,16.8091148,6.936590103,11.52825036,7.206720586,9.586593814,16.45168795,13.59312931
RF00425,0.0,1.592944075,1.648277361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS28,1.631903883,1.620121437,1.676398769,2.167823831,0.45200455,2.366305039,0.469606889,2.342568879,1.920055055,1.748211168
RAB20,35.26540042,50.78817313,15.30371389,37.28046762,25.8867835,21.3300936,22.78987898,20.06846761,42.24917428,42.43764242
RNU6-959P,0.0,0.0,2.033388894,1.937499214,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.766873032,0.757451793,1.097268214,0.771696073,0.517745486,0.417940604,0.256146649,1.667802685,2.016037634,1.195128767
CLEC6A,0.94924474,1.625143896,1.810949205,1.109281654,0.488283156,0.365175493,0.887772001,3.329719987,1.814891516,1.636721997
AC242842.1,11.73617194,23.99037922,35.5319925,9.73950947,14.69874305,32.97853312,28.63341334,25.55973511,18.53637043,12.31752304
CRB3,0.427668657,0.657089431,0.951880176,0.6478513,0.128326917,0.383890737,0.533297323,0.980103078,1.090231261,0.264708308
SLC3A2,24.6678973,30.21240859,34.7914489,21.94036383,15.90084007,27.32262128,23.56477937,33.05407501,26.276721,25.96983783
AATBC,1.591107573,1.509930576,4.151467558,2.424457879,0.674019096,2.814463618,2.494702292,4.964001756,4.428924695,1.911721877
CTSB,65.05722652,51.41049028,89.47327981,75.22406234,42.87736045,63.21054531,58.86168079,94.33054401,90.0852563,72.44115283
RPL7P1,18.01513664,28.42989345,19.80580668,16.92912633,8.245906307,21.92682479,22.27426572,22.49232537,33.56803079,17.85983763
BBS12,0.398874877,0.306424684,0.760965124,0.362539929,0.359061032,0.417718474,0.808261755,0.522351643,0.571966269,0.802380181
SEC14L5,0.564666441,0.357876342,0.706951082,0.737766605,0.50830405,1.077087838,0.660123563,0.693249453,0.472326711,0.589787967
SNRPA,29.08074165,43.42989727,46.04809204,32.3347457,12.47819744,46.0299079,29.19196568,42.36739673,46.70433961,31.85949542
CD1D,26.92939494,19.31895424,52.53417697,27.97291364,14.03451057,42.07519722,24.4279999,52.89859489,38.90572276,23.87426903
AC011444.3,0.0,0.0,0.0,0.637884357,1.263526566,0.0,0.0,0.689303264,0.670911545,0.0
KCNC3,2.797980911,2.981345705,5.788533717,3.302730857,1.504677566,3.783661027,1.971084579,6.888091002,5.002176249,2.665216671
MET,0.031534626,0.0,0.0,0.028662023,0.0,0.056613225,0.0,0.0,0.090438097,0.0
CAMSAP1,6.415029854,7.720800813,9.615932388,7.080089203,3.506074694,6.558133425,6.356713631,9.050951895,7.544010957,8.153961263
ASB13,3.94960953,4.901366384,7.027819955,6.144124213,2.803278638,5.795220362,5.398680863,8.504390916,6.680071662,5.077322185
ADPRH,2.421756786,3.143777819,3.630138915,3.458950384,1.601653394,3.50478795,2.357370617,3.786313702,3.401805018,2.156670069
CYFIP1,4.314741715,4.19971889,7.918188957,5.77305556,2.109618607,6.291276403,4.219675384,7.959354471,6.134775484,6.954502879
PSPH,0.825814447,0.989678506,1.181603611,0.825646841,0.371692735,0.815408758,0.308934003,1.541074458,2.526241879,0.843386353
RF00568,0.0,0.0,0.0,0.0,1.682975959,1.678210872,0.0,0.0,0.0,0.0
CCDC134,6.106345128,7.947160361,7.023997698,4.897143682,2.425075595,6.287344355,6.886674097,6.350274162,8.06942823,6.669815626
SNORD53,2.924230133,0.0,0.0,2.657851485,0.0,0.0,0.0,0.0,2.795464772,0.0
BEND3,0.333513599,0.215218647,0.413575662,0.424385703,0.090067144,0.5388728,0.311915381,0.786162517,0.605772597,0.557362133
AC067931.1,5.098881156,2.50692838,0.324251284,1.853762288,3.365951919,1.525646248,2.225383764,2.670921737,2.924614411,1.577992892
TMSB15A,0.0,0.0,0.0,0.0,0.0,0.322936477,0.0,0.0,0.0,0.0
CD109,0.419711624,0.279441017,0.222421398,0.487444854,0.188908976,0.523261415,0.501567714,0.96186767,0.289777272,0.497917896
AC004987.2,0.397369252,0.732643268,0.947615904,0.180585728,0.0,0.535039355,0.371635765,1.365997321,0.949678799,1.475725757
CSRNP1,250.6870972,389.094591,235.8271558,261.4832143,251.4730815,202.0160626,249.7746721,297.1953429,268.6086803,185.9350491
ZNF35,2.746003917,0.791078322,3.519797705,2.261873612,0.308988814,1.5405698,1.845874859,2.022786101,1.968814918,2.629157006
GATA3,14.57465231,18.07963381,25.11438862,16.78766618,11.30606995,21.58349177,16.52028222,25.59515358,14.38232052,18.20843954
CPT1A,26.03370305,21.02366184,29.07148881,20.79118583,10.65517666,20.50221519,17.56285813,25.4332029,24.3564068,26.23315324
SLC2A6,10.46461964,10.18293222,17.68432159,10.74431382,2.849286402,11.94471698,9.001563431,21.31745013,21.18093019,10.37542616
AC009086.3,1.357678276,0.208599819,2.805995983,0.411334158,0.814774076,2.234284713,1.693007376,1.777964768,2.37947299,1.470601709
HIST1H3C,0.0,0.0,0.0,0.504409771,0.0,0.0,0.0,0.0,0.0,0.0
KANK2,0.537525413,0.247763493,0.512739855,0.379991336,0.510753898,0.241251052,0.27928637,0.439952005,0.513856054,0.499057296
PTGER2,43.11964173,39.15346678,53.92976296,50.96605437,20.90713583,37.95820243,31.32716123,75.159223,56.25858677,51.9751809
FCN1,127.361244,187.5458626,309.0402752,223.9236374,94.3544458,212.2697894,155.7441841,299.957746,216.6094688,210.3433331
SNORD70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.545722281,0.0,0.0
HIST1H4PS1,0.0,0.0,0.0,0.0,0.774804027,0.0,0.0,0.0,0.0,0.0
ZNF697,2.616554369,1.696018606,3.275873701,1.374898618,1.030479634,1.61474027,1.491205995,2.328977688,3.204838265,1.062818801
CALD1,0.417068174,0.277681027,0.176816426,0.526494352,0.688303658,0.665556201,0.195029497,0.63720639,0.31010235,0.494781883
AL627171.2,0.515651734,0.633816482,0.819791302,0.624905549,0.309454509,0.154289168,0.482258318,1.012917381,0.328630373,0.638332015
GPX1,269.736129,248.1276336,325.7152115,287.5736893,328.2044968,409.4834529,300.5939605,331.9639069,218.5992013,312.9062531
PTPN1,89.52008445,72.7952973,72.95493411,59.97233708,52.1310237,68.70323708,60.81252329,83.15648133,78.34772536,75.88173809
DENND1A,10.96415226,11.66564387,14.27714193,10.95586285,9.669563317,11.83812829,11.54368231,16.86292793,14.05309796,11.85199443
AC105001.1,0.447674093,0.412696012,0.427031622,0.203446924,0.0,0.401848335,0.837365768,1.319078866,0.855922482,0.207818102
RPS3AP26,24.14727791,60.6131475,27.75160862,20.36104084,8.904316683,31.59916952,20.13469486,26.5742234,54.23344283,26.74094129
AC012640.2,0.506303996,0.233372495,1.207395181,0.920365886,0.0,0.45447664,0.473515936,0.497277604,0.484009439,0.235035123
CCRL2,3.355385428,4.56952864,3.418894265,2.703170919,2.745878529,2.258935798,1.925647306,3.370464805,3.499237748,2.902852722
PAIP1,15.2687758,17.23818218,21.81500677,16.20105875,9.869554682,19.62284314,16.73336338,23.78309698,22.5698126,20.79572196
MIR181A2HG,0.344546753,0.952878933,1.971957205,1.565803745,0.31015569,0.309277532,0.966702097,1.692020851,0.658750007,2.239224355
ZNF614,2.393261083,2.916761905,3.32762664,2.175250318,1.022416126,3.459090168,2.427958648,3.984057633,2.598096905,3.201167512
GORASP2,19.87606369,20.64699287,24.18501081,18.50610301,8.073276812,22.93281399,17.68212167,24.33072041,24.09862936,19.48883268
CREG1,39.6346201,38.26556101,52.57232307,49.77769206,42.61422146,46.23200275,38.88558694,58.63063366,51.6914274,50.71830509
MRPL13,2.492786343,3.596897241,3.980301994,3.300055087,1.658585003,4.086078646,2.888852215,5.428938748,5.698524053,2.867830561
SRFBP1,3.079324306,3.852559055,5.035431706,3.931672303,1.91397266,4.27779242,3.359893134,5.400760866,4.906215896,3.880006053
RF00026,7.865170702,3.625320998,0.0,3.574351998,0.0,0.0,0.0,0.0,3.759418141,0.0
CYC1,32.3020918,42.31080186,52.42579994,36.75227749,16.94464435,40.78146462,34.66568439,45.42097665,44.76446237,36.89464747
ZNF777,8.341246609,11.666859,10.56310914,7.581412434,2.848113162,9.230159799,5.918053526,10.80567616,10.0361768,8.61219967
SLC35D2,3.576011764,3.461437922,4.150196145,3.196088983,1.985093671,4.06594492,3.288690053,4.390323244,3.646448952,3.652103121
REL,22.09892002,12.24571222,19.34529447,16.4968422,12.36303661,15.65489131,11.6620827,19.59568276,16.4403894,19.520479
AC005540.1,1.240968174,1.372809257,1.183746527,0.902339133,0.446840189,0.222787515,1.624844946,0.731306509,1.660852846,1.152158031
CXCL10,0.970595533,0.35790403,1.481345441,2.470105381,0.524229107,1.045489667,2.9047684,4.957117088,1.670141506,3.244084792
HOMER2,0.388304308,0.558425339,0.681534909,0.550574342,0.349545569,0.683169533,0.435789437,0.610210584,0.489991578,0.663348023
CASP1P2,0.543934699,0.501435496,1.210658411,0.329590486,0.489641654,1.464765928,0.169569896,1.246553994,0.866638522,0.5050079
AL451069.2,1.535959262,2.831900577,1.465135432,2.094064807,0.691323458,0.0,0.718245553,1.508576166,1.468324931,1.426038021
EZR,160.7971906,151.8677525,170.1394073,108.307851,62.1945858,161.7198901,109.2467167,188.1580543,137.4524434,130.5402036
RPL12P18,2.807260928,5.822823264,2.008362569,1.275768713,0.0,1.889923629,0.0,2.067909791,0.0,4.561127763
SBDS,128.0761645,146.8815185,155.1552793,114.233372,86.19977158,150.0643441,130.8521946,179.8719785,133.6248461,126.6895504
STARD8,2.051906714,1.740258442,3.170813519,2.573687782,0.997431236,2.026051629,1.765503913,3.184213979,2.471557015,2.628984992
CCDC173,0.309904824,0.190460705,0.295614961,0.375565971,0.278971558,0.370908925,0.289835502,0.304379838,0.197505663,0.67136165
SH2B3,66.51619989,68.12821639,89.33419621,68.66630881,59.11801085,77.36369002,76.32477708,95.96503815,79.9349425,78.3782571
AC104365.1,1.021298285,2.196836306,1.298940965,2.47537213,1.532261694,2.444677331,2.228705232,2.006181141,1.30176867,1.580348106
EGFL7,0.622710473,0.65606433,0.933423841,0.727695688,0.640633595,1.676901816,1.081570235,1.22321757,1.53074592,1.238884435
BAG4,10.52941755,7.826592348,9.003316638,8.621851356,8.240247856,11.83576626,12.06544994,11.73922589,9.521670401,10.04009052
WASL,7.162118542,5.831423966,8.976179255,6.889823585,3.858925395,6.382047856,5.524877153,8.67751129,7.496433149,7.571761815
RNY4P17,0.0,0.0,4.532762742,0.0,0.0,0.0,0.0,0.0,2.271315127,2.205902564
CEBPZ,18.63946918,17.84169935,22.11657812,16.88250311,9.178736197,21.51187274,14.2739033,24.68596754,19.86754006,20.80281689
HLA-DPB1,55.99603914,68.21046317,71.78812903,57.36622768,24.65292283,74.72955393,42.76999599,75.50391935,95.16036168,52.23198779
DNMBP,9.780273523,5.27591184,8.073432991,5.641320305,4.57133463,5.74019683,5.452963561,7.864179655,5.394005532,8.481642088
NAPSB,33.23085961,41.39491851,64.98774613,35.29182641,15.54665521,58.58927733,27.95981789,52.64261218,54.65389089,23.22245206
HCCS,6.717117616,7.269209581,9.657512423,6.547639255,5.345585612,9.612287627,6.737345613,11.76051983,12.84267298,7.32099801
CD86,22.4970885,17.06864835,37.60201667,27.02239229,7.288162403,30.20193637,23.3986722,49.14569822,43.77419668,28.28073628
GPX1P1,2.634702397,1.734889586,6.103522108,3.420996961,2.710535538,3.378576344,2.816091477,2.218055057,3.598122973,1.048349733
AC004461.1,1.131960051,0.521758357,2.159529644,0.514422868,0.509486519,0.0,0.529327368,0.555889729,0.0,0.0
ARHGAP31,3.864695451,4.683092619,6.978831638,5.567213214,2.45057369,5.847270107,4.250920694,5.681756974,5.506922609,4.62618952
UPK3A,0.63124525,1.745772658,3.412116603,1.147485697,1.894124235,3.022018103,0.787154721,3.099957021,4.827592299,0.781426739
CLIP2,5.020161587,3.909300346,6.305590384,5.101330807,2.217432986,5.261988321,4.345115581,6.431298394,4.232750213,4.545094114
ATAD2,8.384715077,5.774983167,8.427108196,5.95658209,3.267817828,7.238052583,6.129163604,8.992495042,12.1307422,8.470665846
CENPW,0.286905598,2.909377103,1.915733687,1.303851672,0.258268009,0.515073526,1.609954184,1.972534497,7.131072398,2.130985118
EFNB1,1.864495507,4.328872545,4.018143902,2.698890064,0.870276397,3.161316394,2.906252444,3.798159067,3.168701212,2.500423615
RNA5SP492,0.0,0.0,5.725595042,3.637059927,0.0,1.795980057,0.0,0.0,1.912686423,7.430408636
AC008957.1,1.574391374,2.53991428,3.003590842,3.935179594,1.240087549,4.592998177,0.736217185,1.932903889,2.069463998,5.481448994
SNHG15,21.20167074,25.54126617,28.3375351,21.0325182,9.458260286,29.58565666,18.36636792,29.36201317,28.39922396,21.54248032
RNASE4,0.211782684,0.097617743,1.010086405,0.481226592,0.095321758,0.760414954,0.594203146,1.664056161,0.101228529,0.196626412
XBP1,71.25927776,86.17680145,110.2952308,86.74532064,34.71777091,94.79785353,61.71313808,93.29382763,91.38067834,68.04786879
CXCL8,3112.882811,2677.426662,1020.32712,1429.79827,2856.824255,958.1437292,1690.640644,1359.749973,2389.257146,1299.825376
EIF4EBP1,26.17850567,28.43405174,43.51452232,34.63059674,15.39923003,27.91932633,29.81616854,50.15072893,40.63589245,28.87726993
TBC1D9,15.78814389,9.595235169,16.62193768,8.68083095,4.702322848,10.88269987,6.890664442,16.80846747,13.19233862,9.193082912
TEX54,0.940577115,0.0,4.037429906,1.28234484,1.27003959,2.110739448,3.518662752,0.461904249,2.247899507,1.30989678
PLXND1,20.30745399,9.975775463,26.34197054,15.1790668,5.250096908,15.93697152,11.96058076,25.94974086,15.13650303,14.72232691
HIST1H3A,2.774816914,5.116024766,2.646868754,4.539687939,5.495264568,1.992620209,8.304386544,4.360555926,3.713683127,2.576236571
EMILIN2,25.17486854,23.37040288,34.91117187,23.10592856,15.23497792,25.54128509,21.36816606,35.04588707,30.20087215,23.34048828
AIFM3,1.43585601,0.622902775,2.296174572,0.959601999,0.760315005,1.554232695,0.710931444,2.447211643,2.01857297,1.33309868
ETNK2,0.555947142,0.372734089,0.433891758,0.413430477,0.227479578,0.635139413,0.614479522,0.446756492,0.676412039,0.563084368
CCL4L2,10.61263191,47.56255064,14.48407507,37.69316652,15.87322208,24.18209367,21.98849379,13.47027852,29.81162073,19.25151329
SDC3,0.581120893,0.476192199,0.461937604,0.410810166,0.145310026,0.173878324,0.241550097,0.824432071,1.728321319,1.049091665
RNU7-93P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRM3,5.055898144,6.355726485,7.234152326,5.430854219,1.24124776,6.291811241,4.513549135,8.125791623,6.151430792,5.97427314
AP003469.2,0.0,0.488996786,0.505982818,0.0,0.477495505,1.42843065,0.992181067,1.562955075,0.0,0.492480572
AL033519.2,0.581862118,4.291196283,1.665096517,0.528858204,0.0,1.044600645,1.632542827,0.571488675,4.449923514,2.160884144
SMG1P3,2.439121462,2.899440629,3.551206268,2.391954144,1.848976543,1.872549911,1.32067439,4.223885906,1.656746534,2.443346698
CYCS,14.89211926,14.53056637,18.01307913,15.62866765,4.837092672,16.03205352,12.15683376,20.65821931,23.23804572,13.82636168
AL731577.2,0.410972884,1.136587124,3.136181789,1.120607653,1.109854416,1.475616046,1.153075294,2.825522387,1.96438065,0.763123049
SNX29,10.2548628,9.248916106,12.24676352,9.504188992,5.869488508,10.20175166,7.740575364,13.04606628,11.28923423,10.23317009
KCTD12,42.13709926,32.3256333,62.35333962,41.19605758,29.0255902,44.79650304,42.08122815,61.6829531,51.17519268,36.50210623
RNU6-151P,2.131681779,0.0,2.033388894,0.0,0.0,0.0,0.0,4.187356275,0.0,0.0
AC007620.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093627.4,0.440753527,0.690737489,1.261290502,0.400603702,0.07935191,0.27694533,0.783199934,0.606054077,0.379210873,0.982106185
RNU6-1301P,2.1931726,0.0,2.092044342,0.0,0.0,1.968670447,0.0,0.0,0.0,0.0
VIL1,0.560336583,0.243085107,0.408734675,0.56921039,0.326380598,1.005956459,0.554875828,0.84170702,0.378114888,0.336623281
DHRS3,11.0313774,12.86138061,17.95051419,8.964861227,5.25720513,14.62024846,9.163914177,14.78619234,13.02694536,17.5919945
IL17RC,0.854081312,1.296810859,2.396174137,1.278578776,0.407028106,1.488210787,1.409596449,2.812630608,2.113223589,1.865785429
RNY1P15,2.131681779,0.0,0.0,1.937499214,1.918907169,0.0,0.0,0.0,0.0,1.979127534
ELK1,16.44556735,18.99719414,22.47439278,16.16768399,10.51389455,20.06444818,15.69444742,21.88811717,20.53407908,15.01935307
AC116036.2,0.0,0.455126879,0.470936389,0.448728173,0.0,0.0,0.0,0.969798964,0.0,0.458369364
RPS6KA4,16.65589866,19.77309304,26.17500817,18.95054392,9.006816968,22.91042171,16.47380227,25.00919708,24.34191153,19.35770761
MAP1A,1.006972353,0.790038016,1.164910658,0.993136691,0.790742603,1.596239272,0.961798667,1.494051551,1.413224817,0.974691495
FZD2,0.755979949,0.995590047,2.678450711,1.668707893,0.486086806,1.357189475,1.313042652,2.545722281,1.54862395,1.303487879
EGF,0.748719637,0.386523195,0.571356648,0.871060571,0.835742526,1.828051129,0.812270083,1.02952004,0.916160723,0.834164835
NOCT,6.99161074,5.608279219,6.322770958,5.611960302,2.860791141,4.401295075,5.095197357,7.491233718,6.336535195,5.901140617
HS3ST1,0.122711473,0.254528253,0.204843078,0.083649932,0.110462982,0.220300445,0.086073542,0.331440372,0.087981003,0.170894402
FAM167A,2.574990527,1.124431112,2.197703148,0.780141791,0.121998257,0.648815136,0.633746077,0.754288083,1.770627122,0.335538358
MCPH1,6.906867039,5.463757436,8.45806572,6.935157032,3.213752354,7.645087484,5.215675101,8.571336236,7.450378335,6.889186033
OTUD1,43.54939386,40.86365912,46.88233568,33.36224354,33.18211175,40.5574303,52.43878216,49.57084586,44.45675377,37.83352287
KPNA3,20.8533209,21.96315975,24.63280634,22.58733096,12.98466577,21.67682419,21.17021113,28.54682038,26.49401406,24.32658062
AC007969.1,10.71563525,23.04958004,11.19501134,4.637861652,6.890035807,10.07677401,12.40781245,15.53630958,21.46316576,8.527515952
MRPS18A,5.684484744,6.714184839,8.303004649,6.296872445,3.358087545,4.624229024,6.147040799,9.421551619,5.434174509,6.59709178
AC068234.2,0.319901754,0.294906897,0.0,0.290760752,0.0,0.86146589,0.598370068,0.314198542,0.30581522,0.0
UQCRFS1,28.89927757,37.81564579,39.55224728,31.57382873,21.82306092,38.0822265,33.59462076,44.2820389,42.25264381,29.85045077
GAPDHP1,1.815641396,2.301447559,0.865960643,0.618843032,2.043015592,1.222338665,3.6083799,4.458180313,5.640997569,4.003548534
STAB1,13.39931518,17.43632853,29.63163071,18.67926376,5.953360557,15.27634718,7.958158018,15.50899792,12.72691574,16.1005053
DNM1,0.211684409,0.195144889,0.525001197,0.250121708,0.190555051,0.418034151,0.277166126,0.353447845,0.263072044,0.216188687
RNA5SP464,2.111943985,1.946931647,0.0,0.0,1.90113951,1.895756726,1.975175272,2.074292229,0.0,0.0
SLC9A7P1,1.65332492,0.698566837,2.759906278,2.754982271,0.372074419,1.545920616,1.159692156,1.826830607,2.43663888,1.598962897
LYNX1,0.499599652,0.628042467,1.516336401,0.701774407,0.163538883,1.10076197,0.424768876,2.051988011,3.082692932,0.927691401
SIL1,3.498488049,2.960785165,4.486033229,2.971286825,1.910222147,4.375923246,3.164650951,5.689308431,4.550625831,3.301365869
NANP,1.25950275,1.32696472,2.174009793,1.417334423,0.647877151,2.476497349,1.514491478,1.767211891,2.064071806,2.060311835
ABCC3,4.270014671,1.596423204,2.375987958,4.333832095,2.028673049,3.875506418,3.261350246,5.265660397,3.515046187,2.202461218
ICOS,11.98657962,14.46838883,19.57742214,13.48118546,5.201000186,20.74509742,16.93647454,22.95288656,22.17559238,10.08793853
EEF1A1P13,1.149481391,0.908287766,0.939838495,0.746264996,0.443462348,1.031815756,0.921464058,0.806420305,0.627922972,0.457379365
SUMO3,51.92970319,61.26420931,72.94894298,51.14515677,23.37316027,70.82025311,48.72291798,61.9098786,69.03733826,53.17420178
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB7A,31.67539964,35.75190446,37.92994342,27.15977199,19.80118599,33.29331338,28.61132228,45.00413964,37.39784385,33.52448241
TRAPPC3L,0.827312116,0.228801543,0.31566574,0.67675435,0.521313554,1.782300121,0.309494275,1.787638134,0.316352923,0.921726425
CDKN1C,5.154575149,5.091249827,15.97990933,6.860217151,4.225777409,10.08010114,10.15804426,37.60847508,28.33369379,6.323943428
ANXA2,35.82645866,40.74788492,49.58505462,36.5569038,14.56621033,44.10857003,38.77646903,63.44456915,57.99575633,36.59838343
LAYN,0.652929247,0.735672645,0.553619877,0.329695318,0.261225276,0.716335557,0.339247661,0.427525879,0.624178203,0.538846428
EIF1AXP1,0.0,2.416880665,2.000667693,0.0,0.472007051,3.294694449,0.980776687,1.029993383,1.002511504,2.434099381
ATG101,2.566814071,3.286474177,3.46864745,3.369879845,2.182239537,2.752076973,2.867369166,3.501462343,3.339876948,3.045097131
LINC01736,0.0,0.321511648,0.998039503,0.0,0.0,0.313060744,0.0,0.0,0.333404055,0.0
ZNF644,11.78844693,10.64616227,12.36077962,10.33290447,6.264459699,12.08956275,10.9128174,15.20201964,13.39132033,11.1675993
VSTM2B,0.153286257,1.69571466,0.146218153,0.27864572,0.0,0.0,0.286718991,0.451660405,0.14653646,0.142316294
LINC02086,0.354727761,0.981035542,0.281975909,0.806035832,0.05322008,0.636832742,0.110585241,1.277480128,0.791251304,0.27445133
AC004000.1,0.0,0.971217635,0.0,0.0,0.0,0.0,0.0,0.517375429,0.0,0.0
HDX,0.439964082,0.260735404,0.659492623,0.285632979,0.141446037,0.535973106,0.382081301,0.524717626,0.871223658,0.466831956
FFAR3,1.352554962,1.246875901,1.407477811,0.447034859,0.442745158,1.876339272,0.45998691,0.483069673,2.233357839,0.570799585
ALDH1A1,11.16355743,7.10767159,17.92675744,22.19118818,3.253358457,17.30211773,15.8486951,33.99794178,24.79892234,9.768109382
TRAV40,0.0,0.663307943,1.372697865,0.0,0.0,0.645872954,0.0,0.70669893,0.0,0.668033584
AL355309.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.795464772,0.0
ALDH2,11.26022587,8.931496368,17.81217719,12.08949293,5.068141118,11.37103078,13.90971935,15.46022927,11.70627827,12.06610326
NFKBIZ,210.0035226,182.6935738,204.4489502,143.8752381,190.5726468,171.369727,167.3082555,225.6177643,291.1224106,162.3950933
AC004921.1,0.0,0.286860325,1.187299381,0.282827307,0.840339974,0.558640454,0.582043463,0.916876783,0.892413038,0.288904019
INO80-AS1,0.961053162,0.0,0.611159021,0.0,0.0,1.150234418,0.0,0.314639832,0.306244736,1.189700259
ADAM15,12.88722077,13.73261022,23.16500619,14.48416028,6.392956978,14.30455561,10.52986817,19.53060812,14.47238946,15.8567674
PRKAR2B,23.11939431,14.30734378,13.57914469,20.23509268,24.95479792,32.71448046,16.61705409,35.74284873,17.13878331,19.62642544
PANX1,8.717322787,5.529504327,7.476197734,7.050948225,3.527640352,6.963515941,6.357681976,9.268857,6.422119629,8.761733606
PPIF,158.1514744,208.1431021,159.4935131,96.39910914,164.1200854,116.4367961,145.7532932,108.6149424,150.6159997,127.0917011
SPARC,40.05458081,16.17450907,24.47164474,24.65771462,39.64004914,56.02714772,31.34744879,58.93832528,26.21629147,28.38156731
PMS2P5,0.442034788,3.667475893,2.529914088,1.607072991,0.397912921,2.380717749,1.240226333,3.473233499,2.112851281,0.820800954
ZNF674-AS1,7.903020417,9.005730024,5.339847542,6.58451369,4.841593015,7.291091317,5.338106028,7.438703411,8.289535092,8.662254534
SLC25A5,125.2661207,130.6234629,168.7412023,129.453605,73.41455001,157.2100459,133.7530264,163.2274561,197.0128516,123.3830105
AL139317.1,0.0,0.0,0.0,1.057716407,0.0,0.0,0.0,1.142977351,0.0,1.080442072
MFAP4,0.423959016,0.586250793,0.404410059,0.192669531,0.0,0.095140207,0.693881276,0.208200335,0.101322608,0.393618301
EPB41L4A-AS1,9.753846562,13.01602987,16.46108575,12.21308192,4.236630271,16.59240666,13.0772669,16.07824598,15.97527864,11.96886846
APCDD1,0.115255154,0.247916511,0.586350309,0.384105874,0.138334558,0.379342933,0.287443395,0.26413423,0.954893474,0.178344826
SMARCA5-AS1,1.930920215,0.890025896,0.690706704,0.438756436,0.0,0.866631646,0.225734317,1.185309845,0.46147355,0.672275067
RHOBTB1,1.002278501,1.143959838,1.593438252,1.605055323,1.761507794,1.970730156,0.937371315,3.046982935,1.551281141,1.285045561
RHAG,0.0,0.15627545,0.080851955,0.23111752,0.381499567,0.076083882,0.079271248,0.0,0.0,0.0
BMP2,0.321706559,0.355884826,1.227490051,0.526322071,0.521271538,0.462040567,0.300872961,0.884719281,0.430556774,1.314207677
BNIP1,6.637043638,6.204647741,8.025219281,5.097846292,2.440315141,5.538095879,5.420399025,6.243279561,7.238420667,6.335641462
KLF2,418.5416681,430.3317105,443.1236044,316.6188631,245.4109206,375.9009398,342.3885095,395.9821809,423.450576,286.0633684
AC090114.1,0.0,0.0,0.485653151,0.0,0.458310417,0.457012782,0.952316649,0.500052591,0.0,0.472693407
RFC1,12.62828718,12.39267342,15.89941246,12.77382649,6.99791373,14.68752971,10.9215228,16.50419148,16.90759003,14.81326443
